"t(s)"	"xR(m)"	"yR(m)"	"vR(m/s)"	"N° WP"	"dist WP (m)"	"xCentreCercle(m)"	"yCentreCercle(m)"	"directionWP(rad)"	"xRobot/WP(m)"	"yRobot/WP(m)"	"Rayon(m)"	"capRobot(rad)"	"capCercleIdeal(rad)"	"ecartAngulaire_rad(rad)"	"consV_MDroit(rad/s)"	"consV_MGauche(rad/s)"	"vConsCGrad/s"	"distCurvWP(m)"	"distDecel(m)"
11560	2,63289	2,00235	0,499	2	0,367117	3	30,6897	01/01/5708	-0,00234884	-0,367109	-28,6897	1,57353	1,58359	0,0100609	358,19	360,37	359,28	0	0
11570	2,63788	2,00234	0,499	2	0,362127	3	30,0782	01/01/5708	-0,00233519	-0,362119	-28,0782	1,57363	1,58369	0,0100609	358,19	360,37	359,28	0	0
11580	2,64287	2,00232	0,499	2	0,357137	3	29,4763	01/01/5708	-0,00232104	-0,357129	-27,4763	1,57373	1,58379	0,0100609	358,19	360,37	359,28	0	0
11590	2,64786	2,00231	0,499	2	0,352147	3	28,8836	01/01/5708	-0,00230638	-0,352139	-26,8836	1,57383	01/01/5839	0,0100609	358,19	360,37	359,28	0	0
11600	2,65285	2,00229	0,499	2	0,347157	3	28/03/2006	01/01/5708	-0,00229122	-0,347149	-26,3	1,57394	01/01/584	0,0100609	358,19	360,37	359,28	0	0
11610	2,65784	2,00228	0,499	2	0,342167	3	27,7252	01/01/5708	-0,00227556	-0,34216	-25,7252	1,57404	01/01/5841	0,0100609	358,19	360,37	359,28	0	0
11620	2,66283	2,00226	0,499	2	0,337177	3	27,1591	01/01/5708	-0,00225939	-0,33717	-25,1591	1,57414	01/01/5842	0,0100609	358,19	360,37	359,28	0	0
11630	2,66782	2,00224	0,499	2	0,332187	3	26,6015	01/01/5708	-0,00224272	-0,33218	-24,6015	1,57424	01/01/5843	0,0100609	358,19	360,37	359,28	0	0
11640	2,67281	2,00223	0,499	2	0,327197	3	26,0521	01/01/5708	-0,00222554	-0,32719	-24,0521	1,57434	01/01/5844	0,0100609	358,19	360,37	359,28	0	0
11650	1781686	2,00221	0,499	2	0,322207	3	25,5109	01/01/5708	-0,00220786	-0,3222	-23,5109	1,57444	01/01/5845	0,0100609	358,19	360,37	359,28	0	0
11660	2,68279	2,00219	0,499	2	0,317217	3	24,9775	01/01/5708	-0,00218968	-0,31721	-22,9775	1,57454	01/01/5846	0,0100609	358,19	360,37	359,28	0	0
11670	2,68778	2,00217	0,499	2	0,312227	3	24,4519	01/01/5708	-0,00217099	-0,31222	-22,4519	1,57464	01/01/5847	0,0100609	358,19	360,37	359,28	0	0
11680	2,69277	2,00215	0,499	2	0,307237	3	23,9339	01/01/5708	-0,0021518	-0,30723	-21,9339	1,57474	01/01/5848	0,0100609	358,19	360,37	359,28	0	0
11690	2,69776	2,00213	0,499	2	0,302247	3	23,4233	01/01/5708	-0,00213211	-0,30224	-21,4233	1,57484	01/01/5849	0,0100609	358,19	360,37	359,28	0	0
11700	2,70275	2,00211	0,499	2	0,297257	3	22,9199	01/01/5708	-0,00211191	-0,29725	-20,9199	1,57494	1,58501	0,0100609	358,19	360,37	359,28	0	0
11710	2,70774	2,00209	0,499	2	0,292267	3	22,4236	01/01/5708	-0,00209121	-0,29226	-20,4236	1,57505	1,58511	0,0100609	358,19	360,37	359,28	0	0
11720	2,71273	2,00207	0,499	2	0,287277	3	21,9343	01/01/5708	-0,00207	-0,28727	-19,9343	1,57515	1,58521	0,0100609	358,19	360,37	359,28	0	0
11730	2,71772	2,00205	0,499	2	0,282287	3	21,4518	01/01/5708	-0,0020483	-0,28228	-19,4518	1,57525	1,58531	0,0100609	358,19	360,37	359,28	0	0
11740	2,72271	2,00203	0,499	2	0,277297	3	20,976	01/01/5708	-0,00202608	-0,27729	-18,976	1,57535	1,58541	0,0100609	358,19	360,37	359,28	0	0
11750	1963943	01/02/2002	0,499	2	0,272307	3	20,5067	01/01/5708	-0,00200337	-0,2723	-18,5067	1,57545	1,58551	0,0100609	358,19	360,37	359,28	0	0
11760	2,73269	2,00198	0,499	2	0,267317	3	20,0438	01/01/5708	-0,00198015	-0,26731	-18,0438	1,57555	1,58561	0,0100609	358,19	360,37	359,28	0	0
11770	2,73768	2,00196	0,499	2	0,262327	3	19,5871	01/01/5708	-0,00195642	-0,26232	-17,5871	1,57565	1,58571	0,0100609	358,19	360,37	359,28	0	0
11780	2,74267	2,00193	0,499	2	0,257337	3	19,1366	01/01/5708	-0,0019322	-0,25733	-17,1366	1,57575	1,58581	0,0100609	358,19	360,37	359,28	0	0
11790	2,74766	2,00191	0,499	2	0,252347	3	18,6921	01/01/5708	-0,00190747	-0,25234	-16,6921	1,57585	1,58591	0,0100609	358,19	360,37	359,28	0	0
11800	2,75265	2,00188	0,499	2	0,247358	3	18,2535	01/01/5708	-0,00188223	-0,24735	-16,2535	1,57595	1,58602	0,0100609	358,19	360,37	359,28	0	0
11810	2,75764	2,00186	0,499	2	0,242368	3	17,8207	01/01/5708	-0,00185649	-0,24236	-15,8207	1,57606	1,58612	0,0100609	358,19	360,37	359,28	0	0
11820	2,76263	2,00183	0,499	2	0,237378	3	17,3935	01/01/5708	-0,00183025	-0,23737	-15,3935	1,57616	1,58622	0,0100609	358,19	360,37	359,28	0	0
11830	2,76762	01/02/2018	0,499	2	0,232388	3	16,9719	01/01/5708	-0,00180351	-0,232381	-14,9719	1,57626	1,58632	0,0100609	358,19	360,37	359,28	0	0
11840	2,77261	2,00178	0,499	2	0,227398	3	16,5558	01/01/5708	-0,00177626	-0,227391	-14,5558	1,57636	1,58642	0,0100609	358,19	360,37	359,28	0	0
11850	2146198	2,00175	0,499	2	0,222408	3	16,145	01/01/5708	-0,0017485	-0,222401	-14,145	1,57646	1,58652	0,0100609	358,19	360,37	359,28	0	0
11860	2,78259	2,00172	0,499	2	0,217418	3	15,7394	01/01/5708	-0,00172025	-0,217411	-13,7394	1,57656	1,58662	0,0100609	358,19	360,37	359,28	0	0
11870	2,78758	2,00169	0,499	2	0,212428	3	15,339	01/01/5708	-0,00169149	-0,212421	-13,339	1,57666	1,58672	0,0100609	358,19	360,37	359,28	0	0
11880	2,79257	2,00166	0,499	2	0,207438	3	14,9436	01/01/5708	-0,00166222	-0,207431	-12,9436	1,57676	1,58682	0,0100609	358,19	360,37	359,28	0	0
11890	2,79756	2,00163	0,499	2	0,202448	3	14,5532	01/01/5708	-0,00163245	-0,202441	-12,5532	1,57686	1,58692	0,0100609	358,19	360,37	359,28	0	0
11900	2,80255	01/02/2016	0,499	2	0,197458	3	14,1676	01/01/5708	-0,00160218	-0,197451	-12,1676	1,57696	1,58702	0,0100609	358,19	360,37	359,28	0	0
11910	2,80754	2,00157	0,499	2	0,192468	3	13,7868	01/01/5708	-0,00157141	-0,192461	-11,7868	1,57706	1,58713	0,0100609	358,19	360,37	359,28	0	0
11920	2,81253	2,00154	0,499	2	0,187478	3	13,4107	01/01/5708	-0,00154013	-0,187471	-11,4107	1,57717	1,58723	0,0100609	358,19	360,37	359,28	0	0
11930	2,81752	2,00151	0,499	2	0,182488	3	13,0392	01/01/5708	-0,00150835	-0,182481	-11,0392	1,57727	1,58733	0,0100609	358,19	360,37	359,28	0	0
11940	2,82251	2,00148	0,499	2	0,177498	3	01/12/6721	01/01/5708	-0,00147606	-0,177492	-10,6721	1,57737	1,58743	0,0100609	358,19	360,37	359,28	0	0
11950	2328454	2,00144	0,499	2	0,172508	3	01/12/3095	01/01/5708	-0,00144327	-0,172502	-10,3095	1,57747	1,58753	0,0100609	358,19	360,37	359,28	0	0
11960	2,83249	2,00141	0,499	2	0,167518	3	01/11/9513	01/01/5708	-0,00140998	-0,167512	-9,9513	1,57757	1,58763	0,0100609	358,19	360,37	359,28	0	0
11970	2,83748	2,00138	0,499	2	0,162528	3	01/11/5973	01/01/5708	-0,00137618	-0,162522	-9,59732	1,57767	1,58773	0,0100609	358,19	360,37	359,28	0	0
11980	2,84247	2,00134	0,499	2	0,157538	3	01/11/2475	01/01/5708	-0,00134188	-0,157532	-9,24754	1,57777	1,58783	0,0100609	358,19	360,37	359,28	0	0
11990	2,84746	2,00131	0,499	2	0,152548	3	01/10/9019	01/01/5708	-0,00130707	-0,152542	-8,90188	1,57787	1,58793	0,0100609	358,19	360,37	359,28	0	0
12000	2,85245	2,00127	0,499	2	0,147558	3	01/10/5603	01/01/5708	-0,00127176	-0,147552	-8,56027	1,57797	1,58803	0,0100609	358,19	360,37	359,28	0	0
12010	2,85744	2,00124	0,499	2	0,142568	3	01/10/2226	01/01/5708	-0,00123595	-0,142562	-8,22263	1,57807	1,58813	0,0100609	358,19	360,37	359,28	0	0
12020	2,86243	01/02/2012	0,499	2	0,137578	3	9,88891	01/01/5708	-0,00119964	-0,137572	-7,88891	1,57818	1,58824	0,0100609	358,19	360,37	359,28	0	0
12030	2,86742	2,00116	0,499	2	0,132588	3	9,55902	01/01/5708	-0,00116282	-0,132583	-7,55902	1,57828	1,58834	0,0100609	358,19	360,37	359,28	0	0
12040	2,87241	2,00113	0,499	2	0,127598	3	9,23291	01/01/5708	-0,00112549	-0,127593	-7,23291	1,57838	1,58844	0,0100609	358,19	360,37	359,28	0	0
12050	2510710	2,00109	0,499	2	0,122608	3	8,91051	01/01/5708	-0,00108767	-0,122603	-6,91051	1,57848	1,58854	0,0100609	358,19	360,37	359,28	0	0
12060	2,88239	2,00105	0,499	2	0,117618	3	8,59176	01/01/5708	-0,00104934	-0,117613	-6,59176	1,57858	1,58864	0,0100609	358,19	360,37	359,28	0	0
12070	2,88738	2,00101	0,499	2	0,112628	3	8,27659	01/01/5708	-0,0010105	-0,112623	-6,27659	1,57868	1,58874	0,0100609	358,19	360,37	359,28	0	0
12080	2,89237	2,00097	0,499	2	0,107638	3	7,96495	01/01/5708	-0,000971163	-0,107633	-5,96495	1,57878	1,58884	0,0100609	358,19	360,37	359,28	0	0
12090	2,89736	2,00093	0,499	2	0,102648	3	7,65678	01/01/5708	-0,000931321	-0,102644	-5,65678	1,57888	1,58894	0,0100609	358,19	360,37	359,28	0	0
12100	2,90235	2,00089	0,499	2	0,0976578	3	7,35202	01/01/5708	-0,000890976	-0,0976537	-5,35202	1,57898	1,58904	0,0100609	358,19	360,37	359,28	0	0
12110	2,90734	2,00085	0,499	2	0,0926678	3	7,05061	01/01/5708	-0,000850127	-0,0926639	-5,05061	1,57908	1,58914	0,0100609	358,19	360,37	359,28	0	0
12120	2,91233	2,00081	0,499	2	0,0876778	3	01/06/7525	01/01/5708	-0,000808774	-0,087674	-4,7525	1,57918	1,58925	0,0100609	358,19	360,37	359,28	0	0
12130	2,91732	2,00077	0,499	2	0,0826878	3	6,45763	01/01/5708	-0,000766917	-0,0826842	-4,45763	1,57929	1,58935	0,0100609	358,19	360,37	359,28	0	0
12140	2,92231	2,00072	0,499	2	0,0776978	3	6,16595	01/01/5708	-0,000724557	-0,0776944	-4,16595	1,57939	1,58945	0,0100609	358,19	360,37	359,28	0	0
12150	2692967	2,00068	0,499	2	0,0727078	3	5,87742	01/01/5708	-0,000681693	-0,0727046	-3,87742	1,57949	1,58955	0,0100609	358,19	360,37	359,28	0	0
12160	2,93229	2,00064	0,499	2	0,0677178	3	5,59197	01/01/5708	-0,000638326	-0,0677148	-3,59197	1,57959	1,58965	0,0100609	358,19	360,37	359,28	0	0
12170	2,93728	2,00059	0,499	2	0,0627278	3	5,30957	01/01/5708	-0,000594455	-0,062725	-3,30957	1,57969	1,58975	0,0100609	358,19	360,37	359,28	0	0
12180	2,94226	2,00055	0,499	2	0,0577378	3	5,03015	01/01/5708	-0,00055008	-0,0577351	-3,03015	1,57979	1,58985	0,0100609	358,19	360,37	359,28	0	0
12190	2,94725	2,00051	0,499	2	0,0527478	3	4,75368	01/01/5708	-0,000505201	-0,0527454	-2,75368	1,57989	1,58995	0,0100609	358,19	360,37	359,28	0	0
12200	2,95224	2,00046	0,499	2	0,0477578	3	4,48011	01/01/5708	-0,000459819	-0,0477556	-2,48011	1,57999	1,59005	0,0100609	358,19	360,37	359,28	0	0
12210	2,95723	2,00041	0,499	2	0,0427678	3	01/04/2094	01/01/5708	-0,000413933	-0,0427658	-2,2094	1,58009	1,59015	0,0100609	358,19	360,37	359,28	0	0
12220	2,96222	2,00037	0,499	2	0,0377778	3	3,94149	01/01/5708	-0,000367543	-0,037776	-1,94149	1,58019	1,59025	0,0100609	358,19	360,37	359,28	0	0
12230	2,96721	2,00032	0,499	2	0,0327878	3	3,67634	01/01/5708	-0,00032065	-0,0327862	-1,67634	1,58029	1,59036	0,0100609	358,19	360,37	359,28	0	0
12240	2856960	2,00027	0,499	2	0,0277978	3	3,41392	01/01/5708	-0,000273253	-0,0277964	-1,41392	01/01/5804	1,59046	0,0100609	358,19	360,37	359,28	0	0
12250	2,97719	2,00023	0,499	2	0,0228078	3	3,15418	01/01/5708	-0,000225352	-0,0228067	-1,15418	01/01/5805	1,59056	0,0100609	358,19	360,37	359,28	0	0
12260	2,98218	2,00018	0,499	2	0,0178178	3	2,89708	01/01/5708	-0,000176948	-0,0178169	-0,897082	01/01/5806	1,59066	0,0100609	358,19	360,37	359,28	0	0
12270	2,98717	2,00013	0,499	2	0,0128278	3	2,64258	01/01/5708	-0,00012804	-0,0128271	-0,642582	01/01/5807	1,59076	0,0100609	358,19	360,37	359,28	0	0
12280	2,99216	2,00008	0,499	3	0,00783777	3	1,00005	4,71239	2,00008	0,00783738	1,00005	01/01/5808	1,56296	0,0178403	460,459	258,101	359,28	01/03/1496	0,348801
12290	2,99715	2,00003	0,499	3	2,00003	3	1,00002	4,71239	2,00003	0,00284763	1,00002	1,57617	1,56795	0,00821713	324,118	394,442	359,28	3,14449	0,348801
12300	3,00214	2	0,499	3	2	3	1	4,71239	2	-0,0021423	1	1,57548	1,57294	0,00253824	145,465	573,095	359,28	3,13946	0,348801
12310	3,00713	1,99998	0,499	3	1,99999	3	1	4,71239	1,99998	-0,00713225	1	1,58405	1,57793	0,00611829	272,756	445,804	359,28	3,13447	0,348801
12320	3,01212	1,99991	0,499	3	1,99995	3	0,999993	4,71239	1,99991	-0,0121218	0,999993	1,59234	1,58292	0,00941908	348,532	370,028	359,28	3,12945	0,348801
12330	3,01711	01/01/9998	0,499	3	1,99988	3	0,999976	4,71239	01/01/9998	-0,0171107	0,999976	1,59698	1,58791	0,00907236	341,805	376,755	359,28	01/03/1244	0,348801
12340	-613181	1,99967	0,499	3	01/01/9998	3	0,999959	4,71239	1,99967	-0,0220989	0,999959	1,60011	01/01/5929	0,00721314	301,111	417,449	359,28	3,11936	0,348801
12350	3,02709	1,99953	0,499	3	1,99971	3	0,999947	4,71239	1,99953	-0,0270868	0,999947	1,60437	1,59789	0,00648147	282,58	435,98	359,28	3,11434	0,348801
12360	3,03207	1,99936	0,499	3	1,99962	3	0,999938	4,71239	1,99936	-0,032074	0,999938	1,61005	1,60288	0,00717153	300,1	418,46	359,28	3,10932	0,348801
12370	3,03706	1,99916	0,499	3	1,99951	3	0,999926	4,71239	1,99916	-0,0370601	0,999926	1,61563	1,60787	0,00776144	313,998	404,562	359,28	3,10429	0,348801
12380	3,04205	1,99894	0,499	3	1,99938	3	0,999913	4,71239	1,99894	-0,0420451	0,999913	1,62052	1,61286	0,00765789	311,626	406,934	359,28	3,09926	0,348801
12390	3,04703	1,99869	0,499	3	1,99925	3	0,9999	4,71239	1,99869	-0,047029	0,9999	1,62516	1,61785	0,00731739	303,625	414,935	359,28	3,09423	0,348801
12400	3,05201	1,99842	0,499	3	01/01/9991	3	0,999888	4,71239	1,99842	-0,0520116	0,999888	1,63007	1,62284	0,0072288	301,491	417,069	359,28	3,08921	0,348801
12410	3,05699	1,99813	0,499	3	1,99894	3	0,999876	4,71239	1,99813	-0,0569928	0,999876	1,63519	1,62783	0,00736494	304,761	413,799	359,28	3,08418	0,348801
12420	3,06197	1,99781	0,499	3	1,99877	3	0,999864	4,71239	1,99781	-0,0619725	0,999864	1,64028	1,63282	0,00746211	307,063	411,497	359,28	3,07915	0,348801
12430	3,06695	1,99746	0,499	3	1,99858	3	0,999851	4,71239	1,99746	-0,0669504	0,999851	1,64524	1,63781	0,00743319	306,381	412,179	359,28	3,07413	0,348801
12440	3,07193	1,99709	0,499	3	1,99838	3	0,999839	4,71239	1,99709	-0,0719266	0,999839	1,65017	01/01/6428	0,00737282	304,948	413,612	359,28	01/03/691	0,348801
12450	-413024	1,99669	0,499	3	1,99817	3	0,999827	4,71239	1,99669	-0,0769009	0,999827	1,65515	1,64779	0,00736302	304,715	413,845	359,28	3,06407	0,348801
12460	3,08187	1,99627	0,499	3	1,99795	3	0,999815	4,71239	1,99627	-0,0818732	0,999815	1,66017	1,65278	0,00738932	305,341	413,219	359,28	3,05905	0,348801
12470	3,08684	1,99583	0,499	3	1,99771	3	0,999802	4,71239	1,99583	-0,0868433	0,999802	1,66517	1,65777	0,0074047	305,706	412,854	359,28	3,05402	0,348801
12480	3,09181	1,99536	0,499	3	1,99747	3	0,99979	4,71239	1,99536	-0,091811	0,99979	1,67015	1,66276	0,00739772	305,54	413,02	359,28	3,04899	0,348801
12490	3,09678	1,99486	0,499	3	1,99721	3	0,999778	4,71239	1,99486	-0,0967764	0,999778	1,67513	1,66775	0,00738722	305,291	413,269	359,28	3,04397	0,348801
12500	3,10174	1,99434	0,499	3	1,99693	3	0,999766	4,71239	1,99434	-0,101739	0,999766	1,68012	1,67274	0,00738651	305,274	413,286	359,28	3,03894	0,348801
12510	-304180	01/01/9938	0,499	3	1,99665	3	0,999753	4,71239	01/01/9938	-0,1067	0,999753	1,68512	1,67773	0,00739147	305,392	413,168	359,28	3,03392	0,348801
12520	3,11166	1,99323	0,499	3	1,99635	3	0,999741	4,71239	1,99323	-0,111657	0,999741	1,69011	1,68272	0,00739382	305,448	413,112	359,28	3,02889	0,348801
12530	3,11661	1,99263	0,499	3	1,99604	3	0,999729	4,71239	1,99263	-0,116611	0,999729	01/01/6951	1,68771	0,00739227	305,411	413,149	359,28	3,02386	0,348801
12540	3,12156	1,99202	0,499	3	1,99572	3	0,999717	4,71239	1,99202	-0,121563	0,999717	1,70009	01/01/6927	0,00739048	305,368	413,192	359,28	3,01884	0,348801
12550	3,12651	1,99137	0,499	3	1,99539	3	0,999704	4,71239	1,99137	-0,126511	0,999704	1,70508	1,69769	0,00739054	305,37	413,19	359,28	3,01381	0,348801
12560	3,13146	01/01/9907	0,499	3	1,99504	3	0,999692	4,71239	01/01/9907	-0,131456	0,999692	1,71007	1,70268	0,00739145	305,392	413,168	359,28	3,00879	0,348801
12570	-195700	1,99001	0,499	3	1,99468	3	0,99968	4,71239	1,99001	-0,136398	0,99968	1,71506	1,70767	0,00739179	305,4	413,16	359,28	3,00376	0,348801
12580	3,14134	1,98929	0,499	3	1,99431	3	0,999668	4,71239	1,98929	-0,141336	0,999668	1,72005	1,71265	0,00739147	305,392	413,168	359,28	2,99874	0,348801
12590	3,14627	1,98855	0,499	3	1,99392	3	0,999655	4,71239	1,98855	-0,146271	0,999655	1,72504	1,71764	0,00739117	305,385	413,175	359,28	2,99371	0,348801
12600	-141643	1,98778	0,499	3	1,99353	3	0,999643	4,71239	1,98778	-0,151202	0,999643	1,73003	1,72263	0,00739121	305,386	413,174	359,28	2,98869	0,348801
12610	3,15613	1,98699	0,499	3	1,99312	3	0,999631	4,71239	1,98699	-0,156128	0,999631	1,73502	1,72762	0,00739138	305,39	413,17	359,28	2,98366	0,348801
12620	3,16105	1,98618	0,499	3	01/01/9927	3	0,999618	4,71239	1,98618	-0,161051	0,999618	1,74001	1,73261	0,00739143	305,391	413,169	359,28	2,97864	0,348801
12630	3,16597	1,98534	0,499	3	1,99226	3	0,999606	4,71239	1,98534	-0,16597	0,999606	01/01/745	01/01/7376	0,00739136	305,389	413,171	359,28	2,97361	0,348801
12640	3,17088	1,98447	0,499	3	1,99182	3	0,999594	4,71239	1,98447	-0,170884	0,999594	1,74999	1,74259	0,00739131	305,388	413,172	359,28	2,96859	0,348801
12650	3,17579	1,98358	0,499	3	1,99136	3	0,999582	4,71239	1,98358	-0,175795	0,999582	1,75498	1,74758	0,00739132	305,388	413,172	359,28	2,96356	0,348801
12660	-33907	1,98267	0,499	3	1,99089	3	0,999569	4,71239	1,98267	-0,1807	0,999569	1,75997	1,75257	0,00739135	305,389	413,171	359,28	2,95854	0,348801
12670	-16009	1,98173	0,499	3	01/01/9904	3	0,999557	4,71239	1,98173	-0,185601	0,999557	1,76496	1,75756	0,00739136	305,389	413,171	359,28	2,95352	0,348801
12680	1887	1,98077	0,499	3	1,98991	3	0,999545	4,71239	1,98077	-0,190497	0,999545	1,76994	1,76255	0,00739135	305,389	413,171	359,28	2,94849	0,348801
12690	3,19539	1,97978	0,499	3	01/01/9894	3	0,999532	4,71239	1,97978	-0,195389	0,999532	1,77493	1,76754	0,00739134	305,389	413,171	359,28	2,94347	0,348801
12700	3,20028	1,97877	0,499	3	1,98888	3	0,99952	4,71239	1,97877	-0,200275	0,99952	1,77992	1,77253	0,00739134	305,389	413,171	359,28	2,93844	0,348801
12710	3,20516	1,97773	0,499	3	1,98835	3	0,999508	4,71239	1,97773	-0,205156	0,999508	1,78491	1,77752	0,00739135	305,389	413,171	359,28	2,93342	0,348801
12720	3,21003	1,97667	0,499	3	01/01/9878	3	0,999495	4,71239	1,97667	-0,210033	0,999495	01/01/7899	1,78251	0,00739135	305,389	413,171	359,28	01/02/9284	0,348801
12730	91007	1,97559	0,499	3	1,98724	3	0,999483	4,71239	1,97559	-0,214903	0,999483	1,79489	01/01/7875	0,00739135	305,389	413,171	359,28	2,92337	0,348801
12740	3,21977	1,97448	0,499	3	1,98667	3	0,999471	4,71239	1,97448	-0,219768	0,999471	1,79988	1,79249	0,00739134	305,389	413,171	359,28	2,91835	0,348801
12750	3,22463	1,97335	0,499	3	1,98609	3	0,999458	4,71239	1,97335	-0,224628	0,999458	1,80487	1,79748	0,00739135	305,389	413,171	359,28	2,91333	0,348801
12760	3,22948	1,97219	0,499	3	01/01/9855	3	0,999446	4,71239	1,97219	-0,229482	0,999446	1,80986	1,80247	0,00739135	305,389	413,171	359,28	01/02/9083	0,348801
12770	3,23433	1,97101	0,499	3	1,98489	3	0,999433	4,71239	1,97101	-0,23433	0,999433	1,81485	1,80746	0,00739135	305,389	413,171	359,28	2,90328	0,348801
12780	3,23917	01/01/9698	0,499	3	1,98427	3	0,999421	4,71239	01/01/9698	-0,239172	0,999421	1,81984	1,81245	0,00739135	305,389	413,171	359,28	2,89826	0,348801
12790	3,24401	1,96857	0,499	3	1,98364	3	0,999409	4,71239	1,96857	-0,244008	0,999409	1,82483	1,81744	0,00739135	305,389	413,171	359,28	2,89323	0,348801
12800	3,24884	1,96732	0,499	3	1,98299	3	0,999396	4,71239	1,96732	-0,248838	0,999396	1,82982	1,82243	0,00739135	305,389	413,171	359,28	2,88821	0,348801
12810	3,25366	1,96604	0,499	3	1,98234	3	0,999384	4,71239	1,96604	-0,253662	0,999384	1,83481	1,82742	0,00739135	305,389	413,171	359,28	2,88319	0,348801
12820	3,25848	1,96474	0,499	3	1,98167	3	0,999371	4,71239	1,96474	-0,258479	0,999371	01/01/8398	1,83241	0,00739135	305,389	413,171	359,28	2,87817	0,348801
12830	3,26329	1,96341	0,499	3	1,98099	3	0,999359	4,71239	1,96341	-0,263289	0,999359	1,84479	01/01/8374	0,00739135	305,389	413,171	359,28	2,87314	0,348801
12840	3,26809	1,96206	0,499	3	1,98029	3	0,999346	4,71239	1,96206	-0,268093	0,999346	1,84978	1,84239	0,00739135	305,389	413,171	359,28	2,86812	0,348801
12850	3,27289	1,96069	0,499	3	1,97959	3	0,999334	4,71239	1,96069	-0,27289	0,999334	1,85477	1,84738	0,00739135	305,389	413,171	359,28	01/02/8631	0,348801
12860	3,27768	1,95929	0,499	3	1,97887	3	0,999322	4,71239	1,95929	-0,27768	0,999322	1,85976	1,85237	0,00739135	305,389	413,171	359,28	2,85808	0,348801
12870	3,28246	1,95787	0,499	3	1,97814	3	0,999309	4,71239	1,95787	-0,282463	0,999309	1,86475	1,85736	0,00739135	305,389	413,171	359,28	2,85306	0,348801
12880	3,28724	1,95642	0,499	3	1,97739	3	0,999297	4,71239	1,95642	-0,287239	0,999297	1,86974	1,86235	0,00739135	305,389	413,171	359,28	2,84803	0,348801
12890	3,29201	1,95495	0,499	3	1,97664	3	0,999284	4,71239	1,95495	-0,292008	0,999284	1,87473	1,86734	0,00739135	305,389	413,171	359,28	2,84301	0,348801
12900	3,29677	1,95346	0,499	3	1,97587	3	0,999272	4,71239	1,95346	-0,296769	0,999272	1,87972	1,87233	0,00739135	305,389	413,171	359,28	2,83799	0,348801
12910	3,30152	1,95194	0,499	3	1,97509	3	0,999259	4,71239	1,95194	-0,301523	0,999259	1,88471	1,87732	0,00739135	305,389	413,171	359,28	2,83297	0,348801
12920	3,30627	01/01/9504	0,499	3	01/01/9743	3	0,999247	4,71239	01/01/9504	-0,306269	0,999247	01/01/8897	1,88231	0,00739135	305,389	413,171	359,28	2,82795	0,348801
12930	3,31101	1,94884	0,499	3	01/01/9735	3	0,999234	4,71239	1,94884	-0,311008	0,999234	1,89469	01/01/8873	0,00739135	305,389	413,171	359,28	2,82293	0,348801
12940	3,31574	1,94725	0,499	3	1,97268	3	0,999222	4,71239	1,94725	-0,315738	0,999222	1,89968	1,89229	0,00739135	305,389	413,171	359,28	01/02/8179	0,348801
12950	3,32046	1,94564	0,499	3	1,97185	3	0,999209	4,71239	1,94564	-0,320461	0,999209	1,90467	1,89728	0,00739135	305,389	413,171	359,28	2,81288	0,348801
12960	3,32518	01/01/944	0,499	3	1,97101	3	0,999196	4,71239	01/01/944	-0,325175	0,999196	1,90966	1,90227	0,00739135	305,389	413,171	359,28	2,80786	0,348801
12970	3,32988	1,94234	0,499	3	1,97016	3	0,999184	4,71239	1,94234	-0,329881	0,999184	1,91465	1,90726	0,00739135	305,389	413,171	359,28	2,80284	0,348801
12980	3,33458	1,94066	0,499	3	1,96929	3	0,999171	4,71239	1,94066	-0,334579	0,999171	1,91964	1,91225	0,00739135	305,389	413,171	359,28	2,79782	0,348801
12990	3,33927	1,93895	0,499	3	1,96841	3	0,999159	4,71239	1,93895	-0,339269	0,999159	1,92463	1,91724	0,00739135	305,389	413,171	359,28	01/02/7928	0,348801
13000	3,34395	1,93722	0,499	3	1,96752	3	0,999146	4,71239	1,93722	-0,34395	0,999146	1,92962	1,92223	0,00739135	305,389	413,171	359,28	2,78778	0,348801
13010	3,34862	1,93547	0,499	3	1,96662	3	0,999134	4,71239	1,93547	-0,348622	0,999134	1,93461	1,92722	0,00739135	305,389	413,171	359,28	2,78276	0,348801
13020	3,35329	01/01/9337	0,499	3	01/01/9657	3	0,999121	4,71239	01/01/9337	-0,353285	0,999121	01/01/9396	1,93221	0,00739135	305,389	413,171	359,28	2,77774	0,348801
13030	3,35794	01/01/9319	0,499	3	1,96478	3	0,999108	4,71239	01/01/9319	-0,35794	0,999108	1,94459	01/01/9372	0,00739135	305,389	413,171	359,28	2,77272	0,348801
13040	3,36259	1,93008	0,499	3	1,96384	3	0,999096	4,71239	1,93008	-0,362585	0,999096	1,94958	1,94219	0,00739135	305,389	413,171	359,28	2,76769	0,348801
13050	3,36722	1,92823	0,499	3	1,96289	3	0,999083	4,71239	1,92823	-0,367221	0,999083	1,95457	1,94718	0,00739135	305,389	413,171	359,28	2,76267	0,348801
13060	3,37185	1,92636	0,499	3	1,96192	3	0,99907	4,71239	1,92636	-0,371848	0,99907	1,95956	1,95217	0,00739135	305,389	413,171	359,28	2,75765	0,348801
13070	3,37647	1,92447	0,499	3	1,96095	3	0,999058	4,71239	1,92447	-0,376466	0,999058	1,96455	1,95716	0,00739135	305,389	413,171	359,28	2,75263	0,348801
