"t(s)"	"xR(m)"	"yR(m)"	"vR(m/s)"	"N° WP"	"dist WP (m)"	"xCentreCercle(m)"	"yCentreCercle(m)"	"directionWP(rad)"	"xRobot/WP(m)"	"yRobot/WP(m)"	"Rayon(m)"	"capRobot(rad)"	"capCercleIdeal(rad)"	"ecartAngulaire_rad(rad)"	"consV_MDroit(rad/s)"	"consV_MGauche(rad/s)"	"vConsCGrad/s"	"distCurvWP(m)"	"distDecel(m)"
5280	0,885786	0,578869	0,299	0	0,436344	0,166495	1	0	-0,114214	-0,421131	-0,833505	0,522675	0,529675	0,00699981	253,273	177,287	215,28	0	0
5290	0,887279	0,58146	0,299	0	0,433453	0,16661	1	0	-0,112721	-0,41854	-0,83339	0,519157	0,526157	0,00699981	253,273	177,287	215,28	0	0
5300	0,888762	0,584056	0,299	0	0,430561	0,166727	1	0	-0,111238	-0,415944	-0,833273	0,515639	0,522639	0,00699981	253,273	177,287	215,28	0	0
5310	0,890236	0,586658	0,299	0	0,427668	0,166845	1	0	-0,109764	-0,413342	-0,833155	0,512121	0,519121	0,00699981	253,273	177,287	215,28	0	0
5320	0,891702	0,589264	0,299	0	0,424774	0,166965	1	0	-0,108298	-0,410736	-0,833035	0,508603	0,515603	0,00699981	253,273	177,287	215,28	0	0
5330	0,893158	0,591875	0,299	0	0,421878	0,167086	1	0	-0,106842	-0,408125	-0,832914	0,505085	0,512085	0,00699981	253,273	177,287	215,28	0	0
5340	0,894604	0,594492	0,299	0	0,418981	0,167209	1	0	-0,105396	-0,405508	-0,832791	0,501568	0,508567	0,00699981	253,273	177,287	215,28	0	0
5350	0,896042	0,597114	0,299	0	0,416082	0,167334	1	0	-0,103958	-0,402886	-0,832666	0,49805	0,505049	0,00699981	253,273	177,287	215,28	0	0
5360	0,89747	0,599741	0,299	0	0,413183	0,16746	1	0	-0,10253	-0,400259	-0,83254	0,494532	0,501532	0,00699981	253,273	177,287	215,28	0	0
5370	0,89889	0,602372	0,299	0	0,410282	0,167588	1	0	-0,10111	-0,397628	-0,832412	0,491014	0,498014	0,00699981	253,273	177,287	215,28	0	0
5380	0,900299	0,605009	0,299	0	0,407379	0,167718	1	0	-0,0997006	-0,394991	-0,832282	0,487496	0,494496	0,00699981	253,273	177,287	215,28	0	0
5390	0,9017	0,607651	0,299	0	0,404476	0,16785	1	0	-0,0983	-0,392349	-0,83215	0,483978	0,490978	0,00699981	253,273	177,287	215,28	0	0
5400	0,903091	0,610297	0,299	0	0,401571	0,167984	1	0	-0,0969088	-0,389703	-0,832016	0,48046	0,48746	0,00699981	253,273	177,287	215,28	0	0
5410	0,904473	0,612949	0,299	0	0,398665	0,168119	1	0	-0,0955268	-0,387051	-0,831881	0,476942	0,483942	0,00699981	253,273	177,287	215,28	0	0
5420	0,905846	0,615605	0,299	0	0,395758	0,168256	1	0	-0,0941542	-0,384395	-0,831744	0,473424	0,480424	0,00699981	253,273	177,287	215,28	0	0
5430	0,907209	0,618266	0,299	0	0,39285	0,168396	1	0	-0,092791	-0,381734	-0,831604	0,469907	0,476906	0,00699981	253,273	177,287	215,28	0	0
5440	0,908563	0,620932	0,299	0	0,38994	0,168537	1	0	-0,0914371	-0,379068	-0,831463	0,466389	0,473388	0,00699981	253,273	177,287	215,28	0	0
5450	0,909907	0,623603	0,299	0	0,387029	0,168681	1	0	-0,0900926	-0,376397	-0,831319	0,462871	0,469871	0,00699981	253,273	177,287	215,28	0	0
5460	0,911242	0,626278	0,299	0	0,384117	0,168827	1	0	-0,0887575	-0,373722	-0,831173	0,459353	0,466353	0,00699981	253,273	177,287	215,28	0	0
5470	0,912568	0,628958	0,299	0	0,381204	0,168974	1	0	-0,0874319	-0,371042	-0,831026	0,455835	0,462835	0,00699981	253,273	177,287	215,28	0	0
5480	0,913884	0,631643	0,299	0	0,378289	0,169124	1	0	-0,0861156	-0,368357	-0,830876	0,452317	0,459317	0,00699981	253,273	177,287	215,28	0	0
5490	0,915191	0,634332	0,299	0	0,375374	0,169277	1	0	-0,0848088	-0,365668	-0,830723	0,448799	0,455799	0,00699981	253,273	177,287	215,28	0	0
5500	0,916488	0,637026	0,299	0	0,372457	0,169431	1	0	-0,0835115	-0,362974	-0,830569	0,445281	0,452281	0,00699981	253,273	177,287	215,28	0	0
5510	0,917776	0,639725	0,299	0	0,369539	0,169588	1	0	-0,0822237	-0,360275	-0,830412	0,441763	0,448763	0,00699981	253,273	177,287	215,28	0	0
5520	0,919055	0,642428	0,299	0	0,36662	0,169748	1	0	-0,0809454	-0,357572	-0,830252	0,438245	0,445245	0,00699981	253,273	177,287	215,28	0	0
5530	0,920323	0,645135	0,299	0	0,3637	0,16991	1	0	-0,0796766	-0,354865	-0,83009	0,434728	0,441727	0,00699981	253,273	177,287	215,28	0	0
5540	0,921583	0,647847	0,299	0	0,360778	0,170075	1	0	-0,0784173	-0,352153	-0,829925	0,43121	0,438209	0,00699981	253,273	177,287	215,28	0	0
5550	0,922832	0,650563	0,299	0	0,357856	0,170242	1	0	-0,0771676	-0,349437	-0,829758	0,427692	0,434692	0,00699981	253,273	177,287	215,28	0	0
5560	0,924073	0,653284	0,299	0	0,354932	0,170412	1	0	-0,0759274	-0,346716	-0,829588	0,424174	0,431174	0,00699981	253,273	177,287	215,28	0	0
5570	0,925303	0,656009	0,299	0	0,352008	0,170584	1	0	-0,0746968	-0,343991	-0,829416	0,420656	0,427656	0,00699981	253,273	177,287	215,28	0	0
5580	0,926524	0,658738	0,299	0	0,349082	0,17076	1	0	-0,0734758	-0,341262	-0,82924	0,417138	0,424138	0,00699981	253,273	177,287	215,28	0	0
5590	0,927736	0,661472	0,299	0	0,346155	0,170938	1	0	-0,0722644	-0,338528	-0,829062	0,41362	0,42062	0,00699981	253,273	177,287	215,28	0	0
5600	0,928937	0,66421	0,299	0	0,343227	0,171119	1	0	-0,0710627	-0,33579	-0,828881	0,410102	0,417102	0,00699981	253,273	177,287	215,28	0	0
5610	0,930129	0,666952	0,299	0	0,340298	0,171303	1	0	-0,0698705	-0,333048	-0,828697	0,406584	0,413584	0,00699981	253,273	177,287	215,28	0	0
5620	0,931312	0,669698	0,299	0	0,337368	0,171491	1	0	-0,0686881	-0,330302	-0,828509	0,403067	0,410066	0,00699981	253,273	177,287	215,28	0	0
5630	0,932485	0,672449	0,299	0	0,334437	0,171681	1	0	-0,0675153	-0,327551	-0,828319	0,399549	0,406548	0,00699981	253,273	177,287	215,28	0	0
5640	0,933648	0,675203	0,299	0	0,331505	0,171875	1	0	-0,0663521	-0,324797	-0,828125	0,396031	0,403031	0,00699981	253,273	177,287	215,28	0	0
5650	0,934801	0,677962	0,299	0	0,328572	0,172073	1	0	-0,0651987	-0,322038	-0,827927	0,392513	0,399513	0,00699981	253,273	177,287	215,28	0	0
5660	0,935945	0,680724	0,299	0	0,325638	0,172273	1	0	-0,064055	-0,319276	-0,827727	0,388995	0,395995	0,00699981	253,273	177,287	215,28	0	0
5670	0,937079	0,683491	0,299	0	0,322703	0,172478	1	0	-0,062921	-0,316509	-0,827522	0,385477	0,392477	0,00699981	253,273	177,287	215,28	0	0
5680	0,938203	0,686261	0,299	0	0,319767	0,172686	1	0	-0,0617968	-0,313739	-0,827314	0,381959	0,388959	0,00699981	253,273	177,287	215,28	0	0
5690	0,939318	0,689036	0,299	0	0,31683	0,172897	1	0	-0,0606823	-0,310964	-0,827103	0,378441	0,385441	0,00699981	253,273	177,287	215,28	0	0
5700	0,940422	0,691814	0,299	0	0,313892	0,173113	1	0	-0,0595776	-0,308186	-0,826887	0,374923	0,381923	0,00699981	253,273	177,287	215,28	0	0
5710	0,941517	0,694597	0,299	0	0,310952	0,173332	1	0	-0,0584826	-0,305403	-0,826668	0,371405	0,378405	0,00699981	253,273	177,287	215,28	0	0
5720	0,942603	0,697383	0,299	0	0,308012	0,173556	1	0	-0,0573975	-0,302617	-0,826444	0,367888	0,374887	0,00699981	253,273	177,287	215,28	0	0
5730	0,943678	0,700173	0,299	0	0,305071	0,173784	1	0	-0,0563222	-0,299827	-0,826216	0,36437	0,37137	0,00699981	253,273	177,287	215,28	0	0
5740	0,944743	0,702966	0,299	0	0,302129	0,174016	1	0	-0,0552566	-0,297034	-0,825984	0,360852	0,367852	0,00699981	253,273	177,287	215,28	0	0
5750	0,945799	0,705764	0,299	0	0,299187	0,174252	1	0	-0,0542009	-0,294236	-0,825748	0,357334	0,364334	0,00699981	253,273	177,287	215,28	0	0
5760	0,946845	0,708565	0,299	0	0,296243	0,174493	1	0	-0,0531551	-0,291435	-0,825507	0,353816	0,360816	0,00699981	253,273	177,287	215,28	0	0
5770	0,947881	0,71137	0,299	0	0,293298	0,174739	1	0	-0,0521191	-0,28863	-0,825261	0,350298	0,357298	0,00699981	253,273	177,287	215,28	0	0
5780	0,948907	0,714178	0,299	0	0,290353	0,174989	1	0	-0,051093	-0,285822	-0,825011	0,34678	0,35378	0,00699981	253,273	177,287	215,28	0	0
5790	0,949923	0,71699	0,299	0	0,287406	0,175245	1	0	-0,0500768	-0,28301	-0,824755	0,343262	0,350262	0,00699981	253,273	177,287	215,28	0	0
5800	0,950929	0,719806	0,299	0	0,284459	0,175506	1	0	-0,0490705	-0,280194	-0,824494	0,339744	0,346744	0,00699981	253,273	177,287	215,28	0	0
5810	0,951926	0,722625	0,299	0	0,28151	0,175772	1	0	-0,0480741	-0,277375	-0,824228	0,336227	0,343226	0,00699981	253,273	177,287	215,28	0	0
5820	0,952912	0,725447	0,299	0	0,278561	0,176043	1	0	-0,0470876	-0,274553	-0,823957	0,332709	0,339708	0,00699981	253,273	177,287	215,28	0	0
5830	0,953889	0,728273	0,299	0	0,275611	0,17632	1	0	-0,0461111	-0,271727	-0,82368	0,329191	0,336191	0,00699981	253,273	177,287	215,28	0	0
5840	0,954856	0,731103	0,299	0	0,27266	0,176603	1	0	-0,0451445	-0,268897	-0,823397	0,325673	0,332673	0,00699981	253,273	177,287	215,28	0	0
5850	0,955812	0,733936	0,299	0	0,269709	0,176892	1	0	-0,0441878	-0,266064	-0,823108	0,322155	0,329155	0,00699981	253,273	177,287	215,28	0	0
5860	0,956759	0,736772	0,299	0	0,266756	0,177187	1	0	-0,0432412	-0,263228	-0,822813	0,318637	0,325637	0,00699981	253,273	177,287	215,28	0	0
5870	0,957696	0,739611	0,299	0	0,263803	0,177488	1	0	-0,0423045	-0,260389	-0,822512	0,315119	0,322119	0,00699981	253,273	177,287	215,28	0	0
5880	0,958622	0,742454	0,299	0	0,260849	0,177796	1	0	-0,0413778	-0,257546	-0,822204	0,311601	0,318601	0,00699981	253,273	177,287	215,28	0	0
5890	0,959539	0,7453	0,299	0	0,257894	0,178111	1	0	-0,0404611	-0,2547	-0,821889	0,308083	0,315083	0,00699981	253,273	177,287	215,28	0	0
5900	0,960446	0,748149	0,299	0	0,254938	0,178433	1	0	-0,0395544	-0,251851	-0,821567	0,304565	0,311565	0,00699981	253,273	177,287	215,28	0	0
5910	0,961342	0,751002	0,299	0	0,251981	0,178762	1	0	-0,0386578	-0,248998	-0,821238	0,301048	0,308047	0,00699981	253,273	177,287	215,28	0	0
5920	0,962229	0,753857	0,299	0	0,249024	0,179099	1	0	-0,0377712	-0,246143	-0,820901	0,29753	0,30453	0,00699981	253,273	177,287	215,28	0	0
5930	0,963105	0,756716	0,299	0	0,246066	0,179443	1	0	-0,0368947	-0,243284	-0,820557	0,294012	0,301012	0,00699981	253,273	177,287	215,28	0	0
5940	0,963972	0,759578	0,299	0	0,243107	0,179796	1	0	-0,0360282	-0,240422	-0,820204	0,290494	0,297494	0,00699981	253,273	177,287	215,28	0	0
5950	0,964828	0,762442	0,299	0	0,240147	0,180157	1	0	-0,0351718	-0,237558	-0,819843	0,286976	0,293976	0,00699981	253,273	177,287	215,28	0	0
5960	0,965675	0,76531	0,299	0	0,237187	0,180527	1	0	-0,0343254	-0,23469	-0,819473	0,283458	0,290458	0,00699981	253,273	177,287	215,28	0	0
5970	0,966511	0,768181	0,299	0	0,234226	0,180905	1	0	-0,0334892	-0,231819	-0,819095	0,27994	0,28694	0,00699981	253,273	177,287	215,28	0	0
5980	0,967337	0,771054	0,299	0	0,231264	0,181293	1	0	-0,0326631	-0,228946	-0,818707	0,276422	0,283422	0,00699981	253,273	177,287	215,28	0	0
5990	0,968153	0,773931	0,299	0	0,228301	0,181691	1	0	-0,031847	-0,226069	-0,818309	0,272904	0,279904	0,00699981	253,273	177,287	215,28	0	0
6000	0,968959	0,77681	0,299	0	0,225338	0,182099	1	0	-0,0310412	-0,22319	-0,817901	0,269387	0,276386	0,00699981	253,273	177,287	215,28	0	0
6010	0,969755	0,779692	0,299	0	0,222374	0,182517	1	0	-0,0302454	-0,220308	-0,817483	0,265869	0,272868	0,00699981	253,273	177,287	215,28	0	0
6020	0,97054	0,782577	0,299	0	0,219409	0,182946	1	0	-0,0294598	-0,217423	-0,817054	0,262351	0,269351	0,00699981	253,273	177,287	215,28	0	0
6030	0,971316	0,785465	0,299	0	0,216444	0,183386	1	0	-0,0286843	-0,214535	-0,816614	0,258833	0,265833	0,00699981	253,273	177,287	215,28	0	0
6040	0,972081	0,788355	0,299	0	0,213478	0,183838	1	0	-0,027919	-0,211645	-0,816162	0,255315	0,262315	0,00699981	253,273	177,287	215,28	0	0
6050	0,972836	0,791249	0,299	0	0,210511	0,184302	1	0	-0,0271639	-0,208751	-0,815698	0,251797	0,258797	0,00699981	253,273	177,287	215,28	0	0
6060	0,973581	0,794144	0,299	0	0,207544	0,184779	1	0	-0,026419	-0,205856	-0,815221	0,248279	0,255279	0,00699981	253,273	177,287	215,28	0	0
6070	0,974316	0,797043	0,299	0	0,204576	0,18527	1	0	-0,0256842	-0,202957	-0,81473	0,244761	0,251761	0,00699981	253,273	177,287	215,28	0	0
6080	0,97504	0,799943	0,299	0	0,201608	0,185774	1	0	-0,0249596	-0,200057	-0,814226	0,241243	0,248243	0,00699981	253,273	177,287	215,28	0	0
6090	0,975755	0,802847	0,299	0	0,198638	0,186292	1	0	-0,0242453	-0,197153	-0,813708	0,237726	0,244725	0,00699981	253,273	177,287	215,28	0	0
6100	0,976459	0,805753	0,299	0	0,195669	0,186826	1	0	-0,0235412	-0,194247	-0,813174	0,234208	0,241207	0,00699981	253,273	177,287	215,28	0	0
6110	0,977153	0,808661	0,299	0	0,192698	0,187375	1	0	-0,0228473	-0,191339	-0,812625	0,23069	0,23769	0,00699981	253,273	177,287	215,28	0	0
6120	0,977836	0,811572	0,299	0	0,189727	0,187941	1	0	-0,0221636	-0,188428	-0,812059	0,227172	0,234172	0,00699981	253,273	177,287	215,28	0	0
6130	0,97851	0,814485	0,299	0	0,186755	0,188524	1	0	-0,0214902	-0,185515	-0,811476	0,223654	0,230654	0,00699981	253,273	177,287	215,28	0	0
6140	0,979173	0,817401	0,299	0	0,183783	0,189124	1	0	-0,020827	-0,182599	-0,810876	0,220136	0,227136	0,00699981	253,273	177,287	215,28	0	0
6150	0,979826	0,820319	0,299	0	0,18081	0,189744	1	0	-0,0201741	-0,179681	-0,810256	0,216618	0,223618	0,00699981	253,273	177,287	215,28	0	0
6160	0,980468	0,823239	0,299	0	0,177837	0,190383	1	0	-0,0195315	-0,176761	-0,809617	0,2131	0,2201	0,00699981	253,273	177,287	215,28	0	0
6170	0,981101	0,826161	0,299	0	0,174863	0,191044	1	0	-0,0188991	-0,173839	-0,808956	0,209582	0,216582	0,00699981	253,273	177,287	215,28	0	0
6180	0,981723	0,829086	0,299	0	0,171889	0,191725	1	0	-0,0182771	-0,170914	-0,808275	0,206064	0,213064	0,00699981	253,273	177,287	215,28	0	0
6190	0,982335	0,832012	0,299	0	0,168914	0,19243	1	0	-0,0176653	-0,167988	-0,80757	0,202547	0,209546	0,00699981	253,273	177,287	215,28	0	0
6200	0,982936	0,834941	0,299	0	0,165938	0,193158	1	0	-0,0170638	-0,165059	-0,806842	0,199029	0,206028	0,00699981	253,273	177,287	215,28	0	0
6210	0,983527	0,837872	0,299	0	0,162963	0,193912	1	0	-0,0164726	-0,162128	-0,806088	0,195511	0,202511	0,00699981	253,273	177,287	215,28	0	0
6220	0,984108	0,840805	0,299	0	0,159986	0,194693	1	0	-0,0158918	-0,159195	-0,805307	0,191993	0,198993	0,00699981	253,273	177,287	215,28	0	0
6230	0,984679	0,84374	0,299	0	0,157009	0,195501	1	0	-0,0153212	-0,15626	-0,804499	0,188475	0,195475	0,00699981	253,273	177,287	215,28	0	0
6240	0,985239	0,846677	0,299	0	0,154032	0,196339	1	0	-0,014761	-0,153323	-0,803661	0,184957	0,191957	0,00699981	253,273	177,287	215,28	0	0
6250	0,985789	0,849616	0,299	0	0,151054	0,197208	1	0	-0,0142112	-0,150384	-0,802792	0,181439	0,188439	0,00699981	253,273	177,287	215,28	0	0
6260	0,986328	0,852557	0,299	0	0,148075	0,19811	1	0	-0,0136716	-0,147443	-0,80189	0,177921	0,184921	0,00699981	253,273	177,287	215,28	0	0
6270	0,986858	0,8555	0,299	0	0,145096	0,199047	1	0	-0,0131424	-0,1445	-0,800953	0,174403	0,181403	0,00699981	253,273	177,287	215,28	0	0
6280	0,987376	0,858445	0,299	0	0,142117	0,20002	1	0	-0,0126236	-0,141555	-0,79998	0,170886	0,177885	0,00699981	253,273	177,287	215,28	0	0
6290	0,987885	0,861391	0,299	0	0,139137	0,201033	1	0	-0,0121151	-0,138609	-0,798967	0,167368	0,174367	0,00699981	253,273	177,287	215,28	0	0
6300	0,988383	0,864339	0,299	0	0,136157	0,202088	1	0	-0,0116171	-0,135661	-0,797912	0,16385	0,17085	0,00699981	253,273	177,287	215,28	0	0
6310	0,988871	0,867289	0,299	0	0,133177	0,203187	1	0	-0,0111293	-0,132711	-0,796813	0,160332	0,167332	0,00699981	253,273	177,287	215,28	0	0
6320	0,989348	0,870241	0,299	0	0,130196	0,204333	1	0	-0,010652	-0,129759	-0,795667	0,156814	0,163814	0,00699981	253,273	177,287	215,28	0	0
6330	0,989815	0,873194	0,299	0	0,127214	0,205529	1	0	-0,010185	-0,126806	-0,794471	0,153296	0,160296	0,00699981	253,273	177,287	215,28	0	0
6340	0,990272	0,876149	0,299	0	0,124232	0,206779	1	0	-0,00972847	-0,123851	-0,793221	0,149778	0,156778	0,00699981	253,273	177,287	215,28	0	0
6350	0,990718	0,879106	0,299	0	0,12125	0,208086	1	0	-0,00928231	-0,120894	-0,791914	0,14626	0,15326	0,00699981	253,273	177,287	215,28	0	0
6360	0,991153	0,882064	0,299	0	0,118268	0,209454	1	0	-0,00884655	-0,117936	-0,790546	0,142742	0,149742	0,00699981	253,273	177,287	215,28	0	0
6370	0,991579	0,885023	0,299	0	0,115285	0,210888	1	0	-0,0084212	-0,114977	-0,789112	0,139224	0,146224	0,00699981	253,273	177,287	215,28	0	0
6380	0,991994	0,887984	0,299	0	0,112301	0,212392	1	0	-0,00800626	-0,112016	-0,787608	0,135707	0,142706	0,00699981	253,273	177,287	215,28	0	0
6390	0,992398	0,890947	0,299	0	0,109318	0,213973	1	0	-0,00760174	-0,109053	-0,786027	0,132189	0,139189	0,00699981	253,273	177,287	215,28	0	0
6400	0,992792	0,893911	0,299	0	0,106334	0,215635	1	0	-0,00720765	-0,106089	-0,784365	0,128671	0,135671	0,00699981	253,273	177,287	215,28	0	0
6410	0,993176	0,896876	0,299	0	0,103349	0,217386	1	0	-0,00682398	-0,103124	-0,782614	0,125153	0,132153	0,00699981	253,273	177,287	215,28	0	0
6420	0,993549	0,899843	0,299	0	0,100365	0,219232	1	0	-0,00645075	-0,100157	-0,780768	0,121635	0,128635	0,00699981	253,273	177,287	215,28	0	0
6430	0,993912	0,902811	0,299	0	0,0973798	0,221182	1	0	-0,00608796	-0,0971893	-0,778818	0,118117	0,125117	0,00699981	253,273	177,287	215,28	0	0
6440	0,994264	0,90578	0,299	0	0,0943946	0,223244	1	0	-0,00573561	-0,0942201	-0,776756	0,114599	0,121599	0,00699981	253,273	177,287	215,28	0	0
6450	0,994606	0,90875	0,299	0	0,091409	0,22543	1	0	-0,00539371	-0,0912498	-0,77457	0,111081	0,118081	0,00699981	253,273	177,287	215,28	0	0
6460	0,994938	0,911722	0,299	0	0,0884232	0,227749	1	0	-0,00506226	-0,0882782	-0,772251	0,107563	0,114563	0,00699981	253,273	177,287	215,28	0	0
6470	0,995259	0,914695	0,299	0	0,0854371	0,230215	1	0	-0,00474126	-0,0853055	-0,769785	0,104046	0,111045	0,00699981	253,273	177,287	215,28	0	0
6480	0,995569	0,917668	0,299	0	0,0824508	0,232842	1	0	-0,00443073	-0,0823316	-0,767158	0,100528	0,107527	0,00699981	253,273	177,287	215,28	0	0
6490	0,995869	0,920643	0,299	0	0,0794642	0,235647	1	0	-0,00413065	-0,0793567	-0,764353	0,0970098	0,10401	0,00699981	253,273	177,287	215,28	0	0
6500	0,996159	0,923619	0,299	0	0,0764773	0,238648	1	0	-0,00384105	-0,0763808	-0,761352	0,0934919	0,100492	0,00699981	253,273	177,287	215,28	0	0
6510	0,996438	0,926596	0,299	0	0,0734902	0,241867	1	0	-0,00356192	-0,0734038	-0,758133	0,089974	0,0969738	0,00699981	253,273	177,287	215,28	0	0
6520	0,996707	0,929574	0,299	0	0,0705029	0,245328	1	0	-0,00329326	-0,0704259	-0,754672	0,0864561	0,0934559	0,00699981	253,273	177,287	215,28	0	0
6530	0,996965	0,932553	0,299	0	0,0675154	0,249059	1	0	-0,00303508	-0,0674471	-0,750941	0,0829382	0,089938	0,00699981	253,273	177,287	215,28	0	0
6540	0,997213	0,935533	0,299	0	0,0645276	0,253094	1	0	-0,00278737	-0,0644674	-0,746906	0,0794203	0,0864201	0,00699981	253,273	177,287	215,28	0	0
6550	0,99745	0,938513	0,299	0	0,0615397	0,257471	1	0	-0,00255016	-0,0614868	-0,742529	0,0759024	0,0829022	0,00699981	253,273	177,287	215,28	0	0
6560	0,997677	0,941495	0,299	0	0,0585515	0,262236	1	0	-0,00232343	-0,0585054	-0,737764	0,0723845	0,0793843	0,00699981	253,273	177,287	215,28	0	0
6570	0,997893	0,944477	0,299	0	0,0555632	0,267442	1	0	-0,00210719	-0,0555233	-0,732558	0,0688666	0,0758664	0,00699981	253,273	177,287	215,28	0	0
6580	0,998099	0,94746	0,299	0	0,0525747	0,273155	1	0	-0,00190144	-0,0525403	-0,726845	0,0653487	0,0723485	0,00699981	253,273	177,287	215,28	0	0
6590	0,998294	0,950443	0,299	0	0,0495861	0,279451	1	0	-0,00170618	-0,0495567	-0,720549	0,0618308	0,0688306	0,00699981	253,273	177,287	215,28	0	0
6600	0,998479	0,953428	0,299	0	0,0465973	0,286425	1	0	-0,00152143	-0,0465724	-0,713575	0,0583129	0,0653127	0,00699981	253,273	177,287	215,28	0	0
6610	0,998653	0,956412	0,299	0	0,0436083	0,294192	1	0	-0,00134717	-0,0435875	-0,705808	0,054795	0,0617948	0,00699981	253,273	177,287	215,28	0	0
6620	0,998817	0,959398	0,299	0	0,0406192	0,302898	1	0	-0,00118342	-0,040602	-0,697102	0,0512771	0,058277	0,00699981	253,273	177,287	215,28	0	0
6630	0,99897	0,962384	0,299	0	0,03763	0,312721	1	0	-0,00103016	-0,0376159	-0,687279	0,0477592	0,0547591	0,00699981	253,273	177,287	215,28	0	0
6640	0,999113	0,965371	0,299	0	0,0346407	0,323893	1	0	-0,000887418	-0,0346293	-0,676107	0,0442414	0,0512412	0,00699981	253,273	177,287	215,28	0	0
6650	0,999245	0,968358	0,299	0	0,0316513	0,336712	1	0	-0,00075518	-0,0316423	-0,663288	0,0407235	0,0477233	0,00699981	253,273	177,287	215,28	0	0
6660	0,999367	0,971345	0,299	0	0,0286617	0,35157	1	0	-0,00063345	-0,0286547	-0,64843	0,0372056	0,0442054	0,00699981	253,273	177,287	215,28	0	0
6670	0,999478	0,974333	0,299	0	0,0256721	0,368998	1	0	-0,000522231	-0,0256668	-0,631002	0,0336877	0,0406875	0,00699981	253,273	177,287	215,28	0	0
6680	0,999578	0,977321	0,299	0	0,0226824	0,389723	1	0	-0,000421524	-0,0226785	-0,610277	0,0301698	0,0371696	0,00699981	253,273	177,287	215,28	0	0
6690	0,999669	0,98031	0,299	0	0,0196927	0,414782	1	0	-0,00033133	-0,0196899	-0,585218	0,0266519	0,0336517	0,00699981	253,273	177,287	215,28	0	0
6700	0,999748	0,983299	0,299	0	0,0167028	0,44569	1	0	-0,00025165	-0,0167009	-0,55431	0,023134	0,0301338	0,00699981	253,273	177,287	215,28	0	0
6710	0,999818	0,986288	0,299	0	0,013713	0,484768	1	0	-0,000182486	-0,0137117	-0,515232	0,0196161	0,0266159	0,00699981	253,273	177,287	215,28	0	0
6720	0,999876	0,989278	0,299	0	0,010723	0,535749	1	0	-0,000123838	-0,0107223	-0,464251	0,0160982	0,023098	0,00699981	253,273	177,287	215,28	0	0
6730	0,999924	0,992267	0,299	1	0,00773307	2	0,999895	01/01/5708	1,00773	-1,00008	01/01/2001	0,0125803	6,27556	0,0202075	288,989	143,011	216	0	0
6740	0,999962	0,995262	0,2995	1	1,41759	2	0,999951	01/01/5708	1,00474	-1,00004	1,00005	0,00744228	01/06/2785	0,012131	237,588	195,852	216,72	0	0
6750	0,999984	0,998264	0,30025	1	1,41545	2	0,999983	01/01/5708	1,00174	-1,00002	1,00002	0,00390715	6,28147	0,00562548	156,565	278,315	217,44	0	0
6760	0,999996	1,00128	0,301125	1	1,41331	2	0,999995	01/01/5708	0,998724	-1	1	0,00495785	0,00128044	0,00367741	117,312	319,008	218,16	0	0
6770	1,00001	01/01/1943	0,302063	1	1,41117	2	1	01/01/5708	0,995704	-0,999989	0,999998	0,010152	0,00429448	0,00585755	161,702	276,058	218,88	0	0
6780	1,00004	1,00733	0,303031	1	1,40901	2	1,00002	01/01/5708	0,992674	-0,999958	0,999985	0,0153962	0,00731153	0,00808468	196,343	242,857	219,6	0	0
6790	1,00009	1,01037	0,304016	1	1,40684	2	1,00004	01/01/5708	0,989634	-0,999911	0,999965	0,0190951	0,0103315	0,00876351	205,801	234,839	220,32	0	0
6800	1,00015	1,01342	0,305008	1	1,40465	2	1,00006	01/01/5708	0,986584	-0,999853	0,999942	0,0216166	0,0133593	0,00825733	199,942	242,138	221,04	0	0
6810	1,00021	1,01648	0,306004	1	1,40246	2	1,00008	01/01/5708	0,983525	-0,999787	0,999921	0,0238542	0,0163986	0,00745565	189,436	254,084	221,76	0	0
6820	1,00029	1,01954	0,307002	1	1,40026	2	01/01/2001	01/01/5708	0,980456	-0,999714	0,999903	0,0264695	0,0194503	0,0070192	183,514	261,446	222,48	0	0
6830	1,00037	1,02262	0,308001	1	1,39805	2	1,00011	01/01/5708	0,977377	-0,999632	0,999886	0,0295811	0,0225133	0,00706777	184,854	261,546	223,2	0	0
6840	1,00046	1,02571	0,309	1	1,39582	2	1,00013	01/01/5708	0,974288	-0,999541	0,999868	0,0329121	0,0255861	0,00732599	189,361	258,479	223,92	0	0
6850	1,00056	1,02881	0,31	1	1,39359	2	1,00015	01/01/5708	0,97119	-0,999439	0,99985	0,0361776	0,0286681	0,00750949	192,688	256,592	224,64	0	0
6860	1,00067	1,03192	0,311	1	1,39134	2	1,00017	01/01/5708	0,968082	-0,999326	0,999831	0,0392896	0,0317594	0,00753016	193,609	257,111	225,36	0	0
